case_id,split,risk_level,audit_result,primary_anomaly_type,transition,issues,m2_issues,m3_issues
MV_MAIN_007309,test_hard_negative,medium,manual_review,amount_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_032360,test_hard_negative,medium,manual_review,amount_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_017250,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_012379,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_033642,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_004612,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_020360,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_040603,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_024434,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_021312,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_011084,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_015874,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_024439,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_027291,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_027225,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_005948,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_004270,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_030699,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_011340,test_hard_negative,medium,manual_review,amount_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_040874,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_039425,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_012228,test_hard_negative,medium,manual_review,amount_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_039374,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_036092,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_037448,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_029705,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_013415,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_013862,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_025986,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_016120,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
